label,text
ask_equipment_total_only,Total count of fans company-wide?
ask_equipment_total_only,Total count of headsets company-wide?
ask_equipment_total_only,Show me the total number of phones
ask_equipment_total_only,"Report the total USB sticks inventory, please."
ask_equipment_total_only,Total count of tables company-wide?
ask_equipment_total_only,What's the total number of webcams?
ask_equipment_total_only,Can you list the total number of docking stations in all branches?
ask_equipment_total_only,Can you list the total number of refrigerators in all branches?
ask_equipment_total_only,I want to know the total number of staplers
ask_equipment_total_only,Total count of laptops company-wide?
ask_equipment_total_only,Total count of smart locks company-wide?
ask_equipment_total_only,Can you list the total number of air conditioners in all branches?
ask_equipment_total_only,Tell me the total quantity of pens we have
ask_equipment_total_only,I want to know the total number of projectors
ask_equipment_total_only,Give me the company-wide quantity of generators
ask_equipment_total_only,What's the total inventory of phones?
ask_equipment_total_only,Show total couches devices in inventory.
ask_equipment_total_only,Show total routers devices in inventory.
ask_equipment_total_only,Tell me how many smartboards are in stock
ask_equipment_total_only,Tell me the total quantity of scanners we have
ask_equipment_total_only,Tell me how many whiteboard markers we have in all branches
ask_equipment_total_only,"Report the total printers inventory, please."
ask_equipment_total_only,What's the total number of phone chargers?
ask_equipment_total_only,"Report the total air conditioners inventory, please."
ask_equipment_total_only,Tell me how many whiteboards we have in all branches
ask_equipment_total_only,I want to know the total number of laptops
ask_equipment_total_only,Show me the total number of smart locks
ask_equipment_total_only,I want to know the total number of USB drives
ask_equipment_total_only,What's the total inventory of USB sticks?
ask_equipment_total_only,How many power banks are there company-wide?
ask_equipment_total_only,What's the total number of HDMI adapters?
ask_equipment_total_only,How many monitors are there across the entire company?
ask_equipment_total_only,What's the total number of hole punchers?
ask_equipment_total_only,What's the total inventory of VR headsets?
ask_equipment_total_only,How many USB hubs are there across the entire company?
ask_equipment_total_only,Can I get the total number of refrigerators?
ask_equipment_total_only,Show me the total number of lamps
ask_equipment_total_only,How many headsets are there company-wide?
ask_equipment_total_only,Tell me the total quantity of glue sticks we have
ask_equipment_total_only,What is the total stock of mice?
ask_equipment_total_only,Can I get the total number of air conditioners?
ask_equipment_total_only,How many docking stations are there across the entire company?
ask_equipment_total_only,Show total USB drives devices in inventory.
ask_equipment_total_only,Can you list the total number of fridges in all branches?
ask_equipment_total_only,Can you list the total number of filing cabinets in all branches?
ask_equipment_total_only,Give me the company-wide quantity of fridges
ask_equipment_total_only,Show total flip charts devices in inventory.
ask_equipment_total_only,Give me the company-wide quantity of phones
ask_equipment_total_only,Give me the total count of printers
ask_equipment_total_only,What is the total stock of printers?
ask_equipment_total_only,Can I get the total number of power strips?
ask_equipment_total_only,I want to know the total number of keyboards
ask_equipment_total_only,Tell me how many pens are in stock
ask_equipment_total_only,I want to know the total number of filing cabinets
ask_equipment_total_only,What is the total stock of tables?
ask_equipment_total_only,Can you list the total number of generators in all branches?
ask_equipment_total_only,Give me the company-wide quantity of laptops
ask_equipment_total_only,Show total coffee machines devices in inventory.
ask_equipment_total_only,"Report the total generators inventory, please."
ask_equipment_total_only,What's the total number of office chairs?
ask_equipment_total_only,I want the total of ladders in the company
ask_equipment_total_only,Show me the total number of generators
ask_equipment_total_only,How many scanners are there company-wide?
ask_equipment_total_only,Total count of coffee machines company-wide?
ask_equipment_total_only,How many flip charts are there across the entire company?
ask_equipment_total_only,Total count of whiteboard markers company-wide?
ask_equipment_total_only,"Report the total whiteboard markers inventory, please."
ask_equipment_total_only,Total count of microphones company-wide?
ask_equipment_total_only,Show me the total number of monitors
ask_equipment_total_only,Tell me how many scanners are in stock
ask_equipment_total_only,Total count of mice company-wide?
ask_equipment_total_only,Can you list the total number of webcams in all branches?
ask_equipment_total_only,Tell me how many VR headsets we have in all branches
ask_equipment_total_only,Show total scanners devices in inventory.
ask_equipment_total_only,Can I get the total number of chairs?
ask_equipment_total_only,Tell me how many generators we have in all branches
ask_equipment_total_only,How many projectors are there company-wide?
ask_equipment_total_only,Give me the total count of scanners
ask_equipment_total_only,What's the total number of conference tables?
ask_equipment_total_only,Show me the total number of air conditioners
ask_equipment_total_only,Can you list the total number of VR headsets in all branches?
